"Date","Price","Open","High","Low","Vol.","Change %"
"09/11/2024","0.5348","0.5408","0.5412","0.5235","388.46M","-1.11%"
"09/10/2024","0.5408","0.5395","0.5427","0.5338","286.44M","0.23%"
"09/09/2024","0.5395","0.5294","0.5426","0.5272","364.21M","1.97%"
"09/08/2024","0.5291","0.5250","0.5314","0.5210","167.90M","0.77%"
"09/07/2024","0.5250","0.5211","0.5327","0.5198","202.43M","0.75%"
"09/06/2024","0.5211","0.5444","0.5472","0.5029","784.44M","-4.28%"
"09/05/2024","0.5444","0.5585","0.5597","0.5407","409.29M","-2.51%"
"09/04/2024","0.5585","0.5575","0.5645","0.5353","528.86M","0.17%"
"09/03/2024","0.5575","0.5677","0.5722","0.5572","364.31M","-1.79%"
"09/02/2024","0.5677","0.5477","0.5686","0.5447","362.67M","3.64%"
"09/01/2024","0.5477","0.5662","0.5667","0.5443","261.64M","-3.28%"
"08/31/2024","0.5663","0.5667","0.5720","0.5628","151.37M","-0.06%"
"08/30/2024","0.5666","0.5620","0.5675","0.5467","507.06M","0.81%"
"08/29/2024","0.5621","0.5694","0.5765","0.5588","343.44M","-1.27%"
"08/28/2024","0.5693","0.5673","0.5844","0.5575","574.51M","0.35%"
"08/27/2024","0.5674","0.5875","0.6002","0.5559","625.56M","-3.43%"
"08/26/2024","0.5875","0.6004","0.6021","0.5796","420.40M","-2.13%"
"08/25/2024","0.6003","0.6128","0.6138","0.5959","288.26M","-2.06%"
"08/24/2024","0.6129","0.6108","0.6301","0.6047","396.20M","0.35%"
"08/23/2024","0.6108","0.5977","0.6156","0.5920","477.55M","2.20%"
"08/22/2024","0.5977","0.6001","0.6041","0.5926","341.13M","-0.41%"
"08/21/2024","0.6001","0.5941","0.6052","0.5862","450.67M","1.02%"
"08/20/2024","0.5941","0.5984","0.6148","0.5883","446.56M","-0.72%"
"08/19/2024","0.5984","0.5632","0.6085","0.5615","592.92M","6.24%"
"08/18/2024","0.5632","0.5664","0.5799","0.5631","197.13M","-0.57%"
"08/17/2024","0.5665","0.5638","0.5707","0.5613","130.03M","0.46%"
"08/16/2024","0.5638","0.5607","0.5704","0.5541","364.61M","0.55%"
"08/15/2024","0.5608","0.5688","0.5739","0.5515","450.35M","-1.40%"
"08/14/2024","0.5687","0.5770","0.5820","0.5660","414.40M","-1.39%"
"08/13/2024","0.5768","0.5686","0.5833","0.5628","419.43M","1.43%"
"08/12/2024","0.5686","0.5525","0.5784","0.5509","555.37M","2.92%"
"08/11/2024","0.5525","0.5847","0.5931","0.5469","412.84M","-5.50%"
"08/10/2024","0.5847","0.5805","0.6015","0.5781","353.10M","0.67%"
"08/09/2024","0.5808","0.6172","0.6244","0.5688","735.73M","-5.89%"
"08/08/2024","0.6171","0.6000","0.6408","0.5794","1.18B","2.87%"
"08/07/2024","0.5999","0.5061","0.6418","0.4930","1.57B","18.54%"
"08/06/2024","0.5061","0.4886","0.5182","0.4885","670.23M","3.57%"
"08/05/2024","0.4886","0.5228","0.5255","0.4327","1.86B","-6.54%"
"08/04/2024","0.5228","0.5561","0.5588","0.5151","397.98M","-5.99%"
"08/03/2024","0.5561","0.5608","0.5774","0.5412","429.97M","-0.84%"
"08/02/2024","0.5608","0.5966","0.5969","0.5477","642.58M","-5.98%"
"08/01/2024","0.5965","0.6231","0.6300","0.5694","706.90M","-4.26%"
"07/31/2024","0.6231","0.6274","0.6581","0.6225","711.17M","-0.69%"
"07/30/2024","0.6274","0.6024","0.6361","0.5956","709.56M","4.15%"
"07/29/2024","0.6024","0.6013","0.6122","0.5920","388.26M","0.18%"
"07/28/2024","0.6014","0.5968","0.6138","0.5959","298.04M","0.95%"
"07/27/2024","0.5957","0.6033","0.6089","0.5854","320.82M","-1.27%"
"07/26/2024","0.6034","0.5995","0.6091","0.5867","123.24M","0.64%"
"07/25/2024","0.5995","0.6181","0.6253","0.5853","794.36M","-3.03%"
"07/24/2024","0.6183","0.5975","0.6323","0.5919","688.44M","3.48%"
"07/23/2024","0.5975","0.6081","0.6168","0.5819","585.25M","-1.70%"
"07/22/2024","0.6078","0.5980","0.6227","0.5859","683.80M","1.66%"
"07/21/2024","0.5979","0.5938","0.6074","0.5748","436.99M","0.69%"
"07/20/2024","0.5938","0.5730","0.6037","0.5710","523.54M","3.62%"
"07/19/2024","0.5731","0.5696","0.5863","0.5409","899.91M","0.62%"
"07/18/2024","0.5696","0.6261","0.6360","0.5592","1.10B","-9.03%"
"07/17/2024","0.6261","0.5794","0.6369","0.5784","1.35B","8.08%"
"07/16/2024","0.5793","0.5374","0.5928","0.5330","1.40B","7.80%"
"07/15/2024","0.5374","0.5213","0.5398","0.5213","757.93M","3.09%"
"07/14/2024","0.5213","0.5253","0.5398","0.5143","626.87M","-0.78%"
"07/13/2024","0.5254","0.4744","0.5657","0.4738","1.28B","10.75%"
"07/12/2024","0.4744","0.4489","0.4777","0.4446","784.64M","5.67%"
"07/11/2024","0.4489","0.4389","0.4533","0.4368","548.87M","2.27%"
"07/10/2024","0.4389","0.4356","0.4425","0.4316","491.32M","0.76%"
"07/09/2024","0.4356","0.4317","0.4376","0.4275","486.66M","0.92%"
"07/08/2024","0.4317","0.4194","0.4426","0.4036","846.46M","2.93%"
"07/07/2024","0.4194","0.4489","0.4489","0.4184","271.84M","-6.58%"
"07/06/2024","0.4489","0.4251","0.4497","0.4237","321.10M","5.60%"
"07/05/2024","0.4251","0.4327","0.4329","0.3865","1.16B","-1.74%"
"07/04/2024","0.4326","0.4671","0.4696","0.4317","742.22M","-7.38%"
"07/03/2024","0.4671","0.4853","0.4869","0.4615","573.14M","-3.75%"
"07/02/2024","0.4853","0.4770","0.4887","0.4760","392.32M","1.73%"
"07/01/2024","0.4770","0.4760","0.4845","0.4755","367.00M","0.22%"
"06/30/2024","0.4760","0.4726","0.4781","0.4704","164.00M","0.72%"
"06/29/2024","0.4726","0.4715","0.4767","0.4715","128.62M","0.25%"
"06/28/2024","0.4714","0.4752","0.4809","0.4703","458.86M","-0.78%"
"06/27/2024","0.4752","0.4697","0.4770","0.4657","399.63M","1.15%"
"06/26/2024","0.4697","0.4757","0.4781","0.4656","410.39M","-1.26%"
"06/25/2024","0.4757","0.4742","0.4799","0.4732","400.90M","0.31%"
"06/24/2024","0.4742","0.4797","0.4818","0.4627","665.44M","-1.14%"
"06/23/2024","0.4797","0.4866","0.4890","0.4776","188.60M","-1.41%"
"06/22/2024","0.4866","0.4890","0.4896","0.4842","171.42M","-0.49%"
"06/21/2024","0.4890","0.4888","0.4956","0.4799","576.18M","0.05%"
"06/20/2024","0.4888","0.4933","0.5018","0.4884","558.79M","-0.92%"
"06/19/2024","0.4933","0.4909","0.4995","0.4869","488.46M","0.49%"
"06/18/2024","0.4909","0.5048","0.5087","0.4768","993.85M","-2.75%"
"06/17/2024","0.5048","0.4892","0.5198","0.4846","948.85M","3.18%"
"06/16/2024","0.4892","0.4906","0.4991","0.4879","271.80M","-0.29%"
"06/15/2024","0.4906","0.4744","0.5050","0.4740","304.83M","3.40%"
"06/14/2024","0.4745","0.4770","0.4810","0.4628","594.05M","-0.51%"
"06/13/2024","0.4769","0.4916","0.4917","0.4761","475.51M","-2.99%"
"06/12/2024","0.4916","0.4803","0.4975","0.4745","556.86M","2.37%"
"06/11/2024","0.4802","0.4969","0.4970","0.4722","700.24M","-3.34%"
"06/10/2024","0.4969","0.4987","0.5056","0.4938","402.90M","-0.37%"
"06/09/2024","0.4987","0.4927","0.4992","0.4914","166.63M","1.20%"
"06/08/2024","0.4927","0.4990","0.5007","0.4903","284.73M","-1.28%"
"06/07/2024","0.4991","0.5215","0.5280","0.4599","896.00M","-4.31%"
"06/06/2024","0.5216","0.5257","0.5279","0.5167","456.36M","-0.78%"
"06/05/2024","0.5257","0.5257","0.5322","0.5245","411.78M","-0.01%"
"06/04/2024","0.5257","0.5198","0.5303","0.5184","438.59M","1.13%"
"06/03/2024","0.5198","0.5135","0.5229","0.5120","408.64M","1.22%"
"06/02/2024","0.5136","0.5185","0.5199","0.5085","245.17M","-0.95%"
"06/01/2024","0.5185","0.5175","0.5218","0.5175","174.06M","0.20%"
"05/31/2024","0.5175","0.5186","0.5247","0.5129","487.46M","-0.21%"
"05/30/2024","0.5186","0.5237","0.5282","0.5132","533.93M","-0.97%"
"05/29/2024","0.5237","0.5286","0.5329","0.5201","501.98M","-0.93%"
"05/28/2024","0.5286","0.5339","0.5353","0.5218","451.13M","-0.99%"
"05/27/2024","0.5339","0.5282","0.5406","0.5240","408.03M","1.08%"
"05/26/2024","0.5282","0.5416","0.5418","0.5267","200.55M","-2.47%"
"05/25/2024","0.5416","0.5359","0.5425","0.5334","246.38M","1.09%"
"05/24/2024","0.5358","0.5288","0.5372","0.5169","513.88M","1.33%"
"05/23/2024","0.5288","0.5269","0.5456","0.5091","948.10M","0.38%"
"05/22/2024","0.5268","0.5372","0.5382","0.5236","509.46M","-1.94%"
"05/21/2024","0.5372","0.5377","0.5565","0.5321","812.41M","-0.09%"
"05/20/2024","0.5377","0.5096","0.5379","0.5067","672.45M","5.49%"
"05/19/2024","0.5097","0.5213","0.5234","0.5071","209.99M","-2.22%"
"05/18/2024","0.5212","0.5234","0.5256","0.5188","171.86M","-0.41%"
"05/17/2024","0.5234","0.5156","0.5287","0.5137","456.52M","1.52%"
"05/16/2024","0.5156","0.5189","0.5222","0.5125","540.83M","-0.66%"
"05/15/2024","0.5190","0.5001","0.5195","0.4975","515.40M","3.79%"
"05/14/2024","0.5000","0.5053","0.5123","0.4975","506.21M","-1.02%"
"05/13/2024","0.5052","0.4993","0.5114","0.4869","507.80M","1.16%"
"05/12/2024","0.4993","0.5059","0.5084","0.4969","174.99M","-1.30%"
"05/11/2024","0.5059","0.5021","0.5074","0.5007","188.09M","0.76%"
"05/10/2024","0.5021","0.5209","0.5209","0.4979","587.73M","-3.63%"
"05/09/2024","0.5210","0.5170","0.5237","0.5092","480.48M","0.78%"
"05/08/2024","0.5170","0.5247","0.5292","0.5155","563.97M","-1.47%"
"05/07/2024","0.5247","0.5399","0.5441","0.5219","501.07M","-2.82%"
"05/06/2024","0.5400","0.5295","0.5692","0.5251","907.57M","1.98%"
"05/05/2024","0.5295","0.5301","0.5332","0.5241","212.25M","-0.12%"
"05/04/2024","0.5301","0.5316","0.5407","0.5275","298.36M","-0.27%"
"05/03/2024","0.5316","0.5179","0.5364","0.5146","578.90M","2.64%"
"05/02/2024","0.5179","0.5174","0.5244","0.5068","580.80M","0.12%"
"05/01/2024","0.5173","0.5006","0.5211","0.4795","813.12M","3.38%"
"04/30/2024","0.5004","0.5150","0.5197","0.4889","681.90M","-2.86%"
"04/29/2024","0.5151","0.5102","0.5174","0.4987","568.12M","0.98%"
"04/28/2024","0.5101","0.5179","0.5252","0.5087","240.32M","-1.49%"
"04/27/2024","0.5179","0.5261","0.5264","0.5103","347.31M","-1.56%"
"04/26/2024","0.5260","0.5254","0.5357","0.5148","585.49M","0.12%"
"04/25/2024","0.5254","0.5275","0.5325","0.5141","622.31M","-0.39%"
"04/24/2024","0.5275","0.5445","0.5518","0.5218","731.07M","-3.13%"
"04/23/2024","0.5445","0.5560","0.5574","0.5419","647.39M","-2.11%"
"04/22/2024","0.5562","0.5246","0.5709","0.5225","801.63M","6.04%"
"04/21/2024","0.5246","0.5288","0.5364","0.5188","377.99M","-0.81%"
"04/20/2024","0.5288","0.5030","0.5299","0.4987","563.49M","5.19%"
"04/19/2024","0.5028","0.5025","0.5106","0.4677","1.10B","0.04%"
"04/18/2024","0.5025","0.4884","0.5052","0.4858","685.30M","1.21%"
"04/16/2024","0.4965","0.4976","0.5017","0.4771","830.95M","-0.22%"
"04/15/2024","0.4976","0.5034","0.5187","0.4815","1.05B","-1.16%"
"04/14/2024","0.5034","0.4782","0.5072","0.4643","1.35B","5.26%"
"04/13/2024","0.4783","0.5470","0.5488","0.4312","1.89B","-12.57%"
"04/12/2024","0.5470","0.6085","0.6156","0.5168","1.40B","-10.10%"
"04/11/2024","0.6085","0.6172","0.6214","0.6032","512.40M","-1.41%"
"04/10/2024","0.6172","0.6141","0.6201","0.5958","629.23M","0.51%"
"04/09/2024","0.6141","0.6151","0.6418","0.6016","908.05M","-0.16%"
"04/08/2024","0.6151","0.5946","0.6259","0.5887","718.36M","3.45%"
"04/07/2024","0.5946","0.5929","0.6023","0.5896","292.69M","0.28%"
"04/06/2024","0.5929","0.5872","0.5984","0.5853","237.38M","0.98%"
"04/05/2024","0.5872","0.5931","0.5951","0.5692","624.54M","-1.01%"
"04/04/2024","0.5931","0.5741","0.6145","0.5626","977.92M","3.35%"
"04/03/2024","0.5739","0.5853","0.5962","0.5667","726.64M","-1.94%"
"04/02/2024","0.5853","0.6110","0.6180","0.5798","918.62M","-4.21%"
"04/01/2024","0.6110","0.6291","0.6328","0.5954","753.07M","-2.87%"
"03/31/2024","0.6291","0.6215","0.6299","0.6205","258.27M","1.23%"
"03/30/2024","0.6215","0.6300","0.6362","0.6179","395.10M","-1.35%"
"03/29/2024","0.6300","0.6245","0.6444","0.6097","755.22M","0.88%"
"03/28/2024","0.6245","0.6118","0.6371","0.6047","720.46M","2.08%"
"03/27/2024","0.6118","0.6318","0.6346","0.6066","815.79M","-3.16%"
"03/26/2024","0.6318","0.6406","0.6529","0.6257","706.20M","-1.37%"
"03/25/2024","0.6406","0.6325","0.6619","0.6265","844.26M","1.28%"
"03/24/2024","0.6325","0.6167","0.6356","0.6134","451.63M","2.55%"
"03/23/2024","0.6167","0.6116","0.6324","0.6044","422.86M","0.83%"
"03/22/2024","0.6116","0.6404","0.6449","0.5997","839.02M","-4.54%"
"03/21/2024","0.6408","0.6112","0.6540","0.5977","1.16B","4.83%"
"03/20/2024","0.6113","0.5848","0.6184","0.5695","1.20B","4.48%"
"03/19/2024","0.5850","0.6453","0.6485","0.5722","1.52B","-9.33%"
"03/18/2024","0.6452","0.6191","0.6677","0.5947","1.19B","4.26%"
"03/17/2024","0.6189","0.6030","0.6249","0.5876","756.58M","2.64%"
"03/16/2024","0.6030","0.6341","0.6460","0.5945","940.98M","-4.91%"
"03/15/2024","0.6341","0.6692","0.6751","0.5999","1.60B","-5.24%"
"03/14/2024","0.6692","0.6888","0.7073","0.6413","1.25B","-2.83%"
"03/13/2024","0.6887","0.6880","0.7022","0.6689","941.43M","0.10%"
"03/12/2024","0.6880","0.7191","0.7313","0.6615","1.65B","-4.32%"
"03/11/2024","0.7191","0.6079","0.7435","0.5857","2.73B","18.29%"
"03/10/2024","0.6079","0.6200","0.6276","0.5968","657.43M","-1.96%"
"03/09/2024","0.6201","0.6201","0.6321","0.6163","629.31M","0.00%"
"03/08/2024","0.6201","0.6272","0.6337","0.6037","943.57M","-1.14%"
"03/07/2024","0.6272","0.6121","0.6387","0.6071","1.11B","2.46%"
"03/06/2024","0.6121","0.5908","0.6235","0.5756","1.19B","3.61%"
"03/05/2024","0.5908","0.6475","0.6681","0.5454","2.27B","-8.79%"
"03/04/2024","0.6478","0.6273","0.6645","0.6202","1.53B","3.25%"
"03/03/2024","0.6274","0.6440","0.6443","0.5936","950.23M","-2.61%"
"03/02/2024","0.6442","0.6011","0.6496","0.5996","1.28B","7.16%"
"03/01/2024","0.6011","0.5861","0.6033","0.5833","793.09M","2.58%"
"02/29/2024","0.5860","0.5751","0.6234","0.5676","1.86B","1.91%"
"02/28/2024","0.5751","0.5859","0.6053","0.5393","1.49B","-1.88%"
"02/27/2024","0.5861","0.5507","0.5967","0.5478","1.18B","6.42%"
"02/26/2024","0.5507","0.5425","0.5526","0.5289","572.92M","1.52%"
"02/25/2024","0.5425","0.5449","0.5486","0.5420","277.12M","-0.45%"
"02/24/2024","0.5449","0.5341","0.5480","0.5314","275.72M","2.03%"
"02/23/2024","0.5341","0.5412","0.5436","0.5260","593.65M","-1.31%"
"02/22/2024","0.5412","0.5490","0.5515","0.5368","518.46M","-1.42%"
"02/21/2024","0.5490","0.5623","0.5629","0.5335","621.42M","-2.36%"
"02/20/2024","0.5623","0.5626","0.5748","0.5452","794.14M","-0.06%"
"02/19/2024","0.5626","0.5570","0.5677","0.5543","509.93M","1.00%"
"02/18/2024","0.5570","0.5496","0.5624","0.5474","277.67M","1.35%"
"02/17/2024","0.5496","0.5643","0.5654","0.5399","353.74M","-2.60%"
"02/16/2024","0.5643","0.5621","0.5782","0.5530","695.31M","0.39%"
"02/15/2024","0.5621","0.5377","0.5762","0.5374","850.58M","4.53%"
"02/14/2024","0.5377","0.5247","0.5418","0.5203","558.03M","2.51%"
"02/13/2024","0.5245","0.5315","0.5336","0.5155","537.62M","-1.30%"
"02/12/2024","0.5315","0.5262","0.5374","0.5145","515.17M","1.00%"
"02/11/2024","0.5262","0.5238","0.5359","0.5216","313.00M","0.46%"
"02/10/2024","0.5238","0.5260","0.5281","0.5188","203.09M","-0.42%"
"02/09/2024","0.5260","0.5146","0.5280","0.5140","509.99M","2.22%"
"02/08/2024","0.5146","0.5138","0.5190","0.5102","433.54M","0.16%"
"02/07/2024","0.5138","0.5051","0.5155","0.4994","460.82M","1.72%"
"02/06/2024","0.5051","0.5068","0.5111","0.4990","396.05M","-0.34%"
"02/05/2024","0.5068","0.5032","0.5138","0.4976","409.98M","0.72%"
"02/04/2024","0.5032","0.5186","0.5191","0.5018","208.50M","-2.98%"
"02/03/2024","0.5186","0.5108","0.5263","0.5061","357.19M","1.54%"
"02/02/2024","0.5107","0.5058","0.5138","0.4990","455.94M","0.97%"
"02/01/2024","0.5058","0.5033","0.5105","0.4904","438.79M","0.50%"
"01/31/2024","0.5033","0.5107","0.5142","0.4910","623.35M","-1.44%"
"01/30/2024","0.5106","0.5351","0.5390","0.5068","816.71M","-4.57%"
"01/29/2024","0.5351","0.5242","0.5397","0.5201","399.50M","2.08%"
"01/28/2024","0.5242","0.5303","0.5354","0.5213","191.84M","-1.16%"
"01/27/2024","0.5303","0.5322","0.5346","0.5265","163.67M","-0.34%"
"01/26/2024","0.5322","0.5137","0.5358","0.5085","455.51M","3.59%"
"01/25/2024","0.5137","0.5182","0.5182","0.5041","349.93M","-0.86%"
"01/24/2024","0.5182","0.5181","0.5192","0.5111","363.13M","0.02%"
"01/23/2024","0.5181","0.5274","0.5317","0.4965","613.25M","-1.76%"
"01/22/2024","0.5274","0.5464","0.5493","0.5198","446.90M","-3.46%"
"01/21/2024","0.5463","0.5537","0.5552","0.5459","168.99M","-1.34%"
"01/20/2024","0.5537","0.5443","0.5549","0.5392","281.17M","1.73%"
"01/19/2024","0.5443","0.5518","0.5536","0.5227","576.03M","-1.36%"
"01/18/2024","0.5518","0.5686","0.5690","0.5449","404.83M","-2.96%"
"01/17/2024","0.5686","0.5757","0.5763","0.5623","330.82M","-1.23%"
"01/16/2024","0.5757","0.5756","0.5797","0.5673","330.96M","0.01%"
"01/15/2024","0.5756","0.5765","0.5891","0.5688","356.62M","-0.15%"
"01/14/2024","0.5765","0.5747","0.5929","0.5718","264.38M","0.31%"
"01/13/2024","0.5747","0.5701","0.5774","0.5701","216.83M","0.79%"
"01/12/2024","0.5702","0.6019","0.6033","0.5569","625.57M","-5.26%"
"01/11/2024","0.6018","0.6004","0.6224","0.5860","698.54M","0.22%"
"01/10/2024","0.6005","0.5670","0.6143","0.5501","818.70M","5.92%"
"01/09/2024","0.5669","0.5774","0.5781","0.5558","702.44M","-1.81%"
"01/08/2024","0.5774","0.5511","0.5815","0.5451","767.02M","4.76%"
"01/07/2024","0.5511","0.5680","0.5727","0.5462","381.19M","-2.95%"
"01/06/2024","0.5679","0.5757","0.5757","0.5570","400.49M","-1.36%"
"01/05/2024","0.5757","0.5870","0.5884","0.5567","670.40M","-1.90%"
"01/04/2024","0.5869","0.5822","0.5937","0.5703","612.73M","0.80%"
"01/03/2024","0.5822","0.6245","0.6392","0.5021","1.39B","-6.77%"
"01/02/2024","0.6245","0.6294","0.6394","0.6217","454.63M","-0.79%"
"01/01/2024","0.6295","0.6154","0.6309","0.6085","205.68M","2.29%"
"12/31/2023","0.6154","0.6207","0.6279","0.6071","202.66M","-0.86%"
"12/30/2023","0.6207","0.6230","0.6295","0.6160","207.77M","-0.36%"
"12/29/2023","0.6230","0.6345","0.6362","0.6133","447.90M","-1.82%"
"12/28/2023","0.6345","0.6341","0.6569","0.6254","647.41M","0.02%"
"12/27/2023","0.6344","0.6220","0.6413","0.6133","522.01M","2.00%"
"12/26/2023","0.6220","0.6461","0.6462","0.6029","593.53M","-3.73%"
"12/25/2023","0.6461","0.6120","0.6485","0.6083","663.83M","5.56%"
"12/24/2023","0.6120","0.6195","0.6289","0.6071","430.86M","-1.21%"
"12/23/2023","0.6195","0.6243","0.6248","0.6115","281.41M","-0.77%"
"12/22/2023","0.6243","0.6241","0.6310","0.6157","525.20M","0.04%"
"12/21/2023","0.6241","0.6170","0.6248","0.6108","423.84M","1.15%"
"12/20/2023","0.6170","0.6045","0.6261","0.6012","535.82M","2.07%"
"12/19/2023","0.6045","0.6124","0.6166","0.5974","444.30M","-1.29%"
"12/18/2023","0.6124","0.6103","0.6143","0.5814","661.10M","0.34%"
"12/17/2023","0.6103","0.6204","0.6223","0.6089","295.92M","-1.62%"
"12/16/2023","0.6204","0.6155","0.6255","0.6108","283.12M","0.79%"
"12/15/2023","0.6155","0.6316","0.6430","0.6138","507.12M","-2.55%"
"12/14/2023","0.6316","0.6273","0.6377","0.6141","487.85M","0.69%"
"12/13/2023","0.6272","0.6190","0.6340","0.5950","556.10M","1.33%"
"12/12/2023","0.6190","0.6186","0.6261","0.6069","522.27M","0.07%"
"12/11/2023","0.6186","0.6617","0.6627","0.6024","811.11M","-6.51%"
"12/10/2023","0.6617","0.6585","0.6710","0.6481","373.77M","0.48%"
"12/09/2023","0.6585","0.6718","0.6994","0.6561","706.26M","-2.07%"
"12/08/2023","0.6724","0.6416","0.6753","0.6360","661.27M","4.81%"
"12/07/2023","0.6416","0.6395","0.6527","0.6225","636.77M","0.30%"
"12/06/2023","0.6396","0.6202","0.6417","0.6122","706.83M","3.15%"
"12/05/2023","0.6201","0.6239","0.6292","0.6075","527.35M","-0.60%"
"12/04/2023","0.6238","0.6221","0.6422","0.5910","687.66M","0.28%"
"12/03/2023","0.6221","0.6190","0.6320","0.6158","359.98M","0.49%"
"12/02/2023","0.6190","0.6116","0.6210","0.6100","240.75M","1.22%"
"12/01/2023","0.6116","0.6055","0.6124","0.6024","360.95M","1.02%"
"11/30/2023","0.6054","0.6083","0.6090","0.5982","362.04M","-0.47%"
"11/29/2023","0.6083","0.6089","0.6156","0.6036","375.95M","-0.08%"
"11/28/2023","0.6087","0.6034","0.6124","0.5958","427.83M","0.89%"
"11/27/2023","0.6034","0.6154","0.6165","0.5939","456.95M","-1.95%"
"11/26/2023","0.6154","0.6225","0.6366","0.6097","378.14M","-1.14%"
"11/25/2023","0.6225","0.6211","0.6232","0.6158","166.72M","0.22%"
"11/24/2023","0.6212","0.6204","0.6252","0.6160","385.00M","0.14%"
"11/23/2023","0.6203","0.6107","0.6235","0.6062","426.77M","1.58%"
"11/22/2023","0.6107","0.5787","0.6161","0.5785","479.19M","5.51%"
"11/21/2023","0.5788","0.6122","0.6177","0.5737","607.29M","-5.46%"
"11/20/2023","0.6122","0.6255","0.6281","0.6101","367.19M","-2.12%"
"11/19/2023","0.6255","0.6106","0.6286","0.6014","291.81M","2.44%"
"11/18/2023","0.6106","0.6132","0.6143","0.5911","230.91M","-0.43%"
"11/17/2023","0.6132","0.6120","0.6240","0.5866","459.82M","0.20%"
"11/16/2023","0.6120","0.6481","0.6521","0.6054","529.37M","-5.57%"
"11/15/2023","0.6481","0.6296","0.6502","0.6253","413.75M","2.97%"
"11/14/2023","0.6294","0.6705","0.6712","0.5974","760.69M","-6.11%"
"11/13/2023","0.6704","0.6613","0.7478","0.6423","944.37M","1.32%"
"11/12/2023","0.6616","0.6627","0.6708","0.6478","255.02M","-0.17%"
"11/11/2023","0.6627","0.6594","0.6850","0.6417","499.64M","0.46%"
"11/10/2023","0.6597","0.6666","0.6710","0.6408","720.37M","-1.04%"
"11/09/2023","0.6666","0.6870","0.7060","0.6343","1.15B","-2.99%"
"11/08/2023","0.6871","0.6852","0.6977","0.6726","688.97M","0.29%"
"11/07/2023","0.6852","0.7148","0.7149","0.6555","1.05B","-4.15%"
"11/06/2023","0.7148","0.6608","0.7317","0.6591","965.92M","8.22%"
"11/05/2023","0.6605","0.6151","0.6623","0.6141","645.22M","7.39%"
"11/04/2023","0.6151","0.6121","0.6180","0.6089","372.07M","0.48%"
"11/03/2023","0.6121","0.6054","0.6149","0.5923","657.34M","1.10%"
"11/02/2023","0.6054","0.6087","0.6250","0.5897","797.37M","-0.55%"
"11/01/2023","0.6087","0.5996","0.6156","0.5803","734.23M","1.53%"
"10/31/2023","0.5996","0.5782","0.6156","0.5630","787.70M","3.70%"
"10/30/2023","0.5782","0.5561","0.5841","0.5497","595.42M","3.98%"
"10/29/2023","0.5561","0.5446","0.5613","0.5410","206.62M","2.10%"
"10/28/2023","0.5446","0.5430","0.5504","0.5406","251.86M","0.30%"
"10/27/2023","0.5430","0.5533","0.5586","0.5384","500.06M","-1.90%"
"10/26/2023","0.5535","0.5552","0.5676","0.5434","650.56M","-0.31%"
"10/25/2023","0.5552","0.5589","0.5632","0.5410","626.90M","-0.66%"
"10/24/2023","0.5589","0.5473","0.5839","0.5365","1.16B","2.13%"
"10/23/2023","0.5472","0.5226","0.5523","0.5199","777.46M","4.72%"
"10/22/2023","0.5226","0.5211","0.5238","0.5132","202.82M","0.29%"
"10/21/2023","0.5211","0.5149","0.5314","0.5112","221.48M","1.18%"
"10/20/2023","0.5150","0.5196","0.5296","0.5087","559.75M","-0.89%"
"10/19/2023","0.5196","0.4878","0.5241","0.4777","647.63M","6.55%"
"10/18/2023","0.4877","0.4911","0.4923","0.4865","368.52M","-0.69%"
"10/17/2023","0.4911","0.4978","0.4980","0.4876","376.84M","-1.34%"
"10/16/2023","0.4978","0.4874","0.5099","0.4854","496.80M","2.13%"
"10/15/2023","0.4874","0.4865","0.4899","0.4851","127.24M","0.18%"
"10/14/2023","0.4865","0.4851","0.4883","0.4835","119.84M","0.29%"
"10/13/2023","0.4851","0.4830","0.4906","0.4787","319.62M","0.44%"
"10/12/2023","0.4830","0.4890","0.4890","0.4746","346.56M","-1.23%"
"10/11/2023","0.4890","0.4964","0.4977","0.4795","313.41M","-1.50%"
"10/10/2023","0.4964","0.5026","0.5026","0.4919","305.92M","-1.23%"
"10/09/2023","0.5026","0.5175","0.5200","0.4924","442.97M","-2.88%"
"10/08/2023","0.5175","0.5215","0.5234","0.5164","120.34M","-0.77%"
"10/07/2023","0.5215","0.5254","0.5255","0.5198","95.15M","-0.74%"
"10/06/2023","0.5254","0.5227","0.5289","0.5178","298.22M","0.49%"
"10/05/2023","0.5228","0.5326","0.5326","0.5181","342.91M","-1.84%"
"10/04/2023","0.5326","0.5389","0.5420","0.5220","630.73M","-1.16%"
"10/03/2023","0.5389","0.5122","0.5470","0.5064","554.82M","5.20%"
"10/02/2023","0.5123","0.5239","0.5259","0.5104","449.82M","-2.21%"
"10/01/2023","0.5239","0.5148","0.5255","0.5139","225.01M","1.76%"
"09/30/2023","0.5148","0.5217","0.5217","0.5146","205.79M","-1.32%"
"09/29/2023","0.5217","0.5097","0.5463","0.5062","844.57M","2.35%"
"09/28/2023","0.5097","0.4995","0.5100","0.4952","341.11M","2.05%"
"09/27/2023","0.4995","0.5019","0.5069","0.4968","334.64M","-0.50%"
"09/26/2023","0.5020","0.5056","0.5073","0.4977","365.97M","-0.73%"
"09/25/2023","0.5056","0.5021","0.5069","0.4919","410.24M","0.71%"
"09/24/2023","0.5021","0.5076","0.5115","0.4996","150.06M","-1.09%"
