"Date","Price","Open","High","Low","Vol.","Change %"
"10/13/2024","62,986.0","63,335.0","63,406.0","62,204.0","0.59K","-0.55%"
"10/12/2024","63,335.0","62,581.0","63,590.0","62,570.0","0.29K","1.20%"
"10/11/2024","62,581.0","60,337.0","63,455.0","60,104.0","0.42K","3.72%"
"10/10/2024","60,337.0","60,650.0","61,364.0","58,944.0","0.66K","-0.52%"
"10/09/2024","60,650.0","62,231.0","62,586.0","60,371.0","0.46K","-2.54%"
"10/08/2024","62,231.0","62,269.0","63,248.0","61,941.0","0.43K","-0.06%"
"10/07/2024","62,269.0","62,894.0","64,514.0","62,202.0","0.61K","-0.99%"
"10/06/2024","62,894.0","62,138.0","63,016.0","61,862.0","0.23K","1.22%"
"10/05/2024","62,138.0","62,191.0","62,437.0","61,767.0","0.25K","-0.09%"
"10/04/2024","62,191.0","60,892.0","62,575.0","60,602.0","0.43K","2.13%"
"10/03/2024","60,892.0","60,785.0","61,600.0","60,009.0","0.38K","0.18%"
"10/02/2024","60,785.0","60,981.0","62,455.0","60,139.0","0.74K","-0.32%"
"10/01/2024","60,981.0","63,468.0","64,217.0","60,329.0","0.89K","-3.92%"
"09/30/2024","63,468.0","65,762.0","65,762.0","63,006.0","1.04K","-3.49%"
"09/29/2024","65,762.0","66,015.0","66,193.0","65,574.0","0.09K","-0.38%"
"09/28/2024","66,015.0","65,928.0","66,410.0","65,568.0","0.11K","0.13%"
"09/27/2024","65,928.0","65,307.0","66,548.0","64,987.0","0.67K","0.95%"
"09/26/2024","65,307.0","63,264.0","65,856.0","62,805.0","0.86K","3.23%"
"09/25/2024","63,264.0","64,381.0","64,888.0","63,082.0","0.40K","-1.73%"
"09/24/2024","64,381.0","63,456.0","64,775.0","62,850.0","0.53K","1.46%"
"09/23/2024","63,456.0","63,663.0","64,830.0","62,701.0","0.72K","-0.33%"
"09/22/2024","63,663.0","63,416.0","64,093.0","62,485.0","0.63K","0.39%"
"09/21/2024","63,416.0","63,205.0","63,570.0","62,805.0","0.21K","0.33%"
"09/20/2024","63,205.0","63,032.0","64,200.0","62,435.0","0.49K","0.27%"
"09/19/2024","63,032.0","61,841.0","63,948.0","61,714.0","0.80K","1.93%"
"09/18/2024","61,841.0","60,435.0","61,869.0","59,293.0","1.00K","2.33%"
"09/17/2024","60,435.0","58,342.0","61,337.0","57,773.0","1.10K","3.59%"
"09/16/2024","58,342.0","59,296.0","59,336.0","57,653.0","0.62K","-1.61%"
"09/15/2024","59,296.0","60,139.0","60,525.0","58,868.0","0.83K","-1.40%"
"09/14/2024","60,139.0","60,645.0","60,713.0","59,666.0","0.33K","-0.83%"
"09/13/2024","60,645.0","58,287.0","60,730.0","57,762.0","1.16K","4.05%"
"09/12/2024","58,287.0","57,451.0","58,643.0","57,449.0","0.80K","1.46%"
"09/11/2024","57,451.0","57,758.0","58,104.0","55,743.0","1.19K","-0.53%"
"09/10/2024","57,758.0","57,110.0","58,135.0","56,489.0","0.27K","1.13%"
"09/09/2024","57,110.0","55,016.0","58,062.0","54,752.0","1.94K","3.81%"
"09/08/2024","55,016.0","54,309.0","55,447.0","53,764.0","1.06K","1.30%"
"09/07/2024","54,309.0","54,133.0","55,027.0","53,931.0","1.30K","0.33%"
"09/06/2024","54,133.0","56,318.0","57,102.0","52,756.0","2.37K","-3.88%"
"09/05/2024","56,318.0","58,116.0","58,451.0","55,868.0","2.08K","-3.09%"
"09/04/2024","58,116.0","57,680.0","58,630.0","56,069.0","2.15K","0.76%"
"09/03/2024","57,680.0","59,308.0","59,976.0","57,610.0","0.97K","-2.74%"
"09/02/2024","59,308.0","57,454.0","59,585.0","57,320.0","0.89K","3.23%"
"09/01/2024","57,454.0","59,155.0","59,236.0","57,333.0","1.25K","-2.88%"
"08/31/2024","59,155.0","59,300.0","59,622.0","58,950.0","0.81K","-0.24%"
"08/30/2024","59,300.0","59,542.0","59,999.0","58,000.0","1.90K","-0.41%"
"08/29/2024","59,542.0","59,145.0","61,290.0","58,902.0","1.00K","0.67%"
"08/28/2024","59,145.0","59,570.0","60,325.0","58,085.0","0.78K","-0.71%"
"08/27/2024","59,570.0","62,974.0","63,306.0","58,200.0","1.16K","-5.41%"
"08/26/2024","62,974.0","64,361.0","64,578.0","62,934.0","0.39K","-2.16%"
"08/25/2024","64,361.0","64,230.0","65,092.0","63,912.0","0.24K","0.20%"
"08/24/2024","64,230.0","64,151.0","64,604.0","63,689.0","0.26K","0.12%"
"08/23/2024","64,151.0","60,483.0","64,953.0","60,470.0","0.75K","6.06%"
"08/22/2024","60,483.0","61,252.0","61,460.0","59,863.0","0.35K","-1.26%"
"08/21/2024","61,252.0","59,172.0","61,898.0","58,958.0","0.98K","3.52%"
"08/20/2024","59,172.0","59,609.0","61,472.0","58,763.0","1.10K","-0.73%"
"08/19/2024","59,609.0","58,543.0","59,699.0","57,955.0","0.30K","1.82%"
"08/18/2024","58,543.0","59,589.0","60,313.0","58,533.0","0.50K","-1.76%"
"08/17/2024","59,589.0","58,996.0","59,799.0","58,950.0","0.13K","1.01%"
"08/16/2024","58,996.0","57,594.0","59,905.0","57,187.0","0.45K","2.43%"
"08/15/2024","57,594.0","58,777.0","59,909.0","56,231.0","0.81K","-2.01%"
"08/14/2024","58,777.0","60,666.0","61,740.0","58,558.0","0.84K","-3.11%"
"08/13/2024","60,666.0","59,440.0","61,612.0","58,545.0","0.77K","2.06%"
"08/12/2024","59,440.0","58,817.0","60,718.0","57,750.0","0.75K","1.06%"
"08/11/2024","58,817.0","61,018.0","61,824.0","58,430.0","0.38K","-3.61%"
"08/10/2024","61,018.0","60,942.0","61,534.0","60,343.0","0.17K","0.08%"
"08/09/2024","60,970.0","61,801.0","61,801.0","59,630.0","0.37K","-1.34%"
"08/08/2024","61,801.0","55,179.0","62,752.0","54,847.0","1.51K","12.00%"
"08/07/2024","55,179.0","56,187.0","57,814.0","54,659.0","0.84K","-1.79%"
"08/06/2024","56,187.0","54,169.0","57,200.0","54,142.0","1.17K","3.73%"
"08/05/2024","54,169.0","58,203.0","58,343.0","49,538.0","7.25K","-6.93%"
"08/04/2024","58,203.0","60,825.0","61,204.0","57,431.0","0.67K","-4.31%"
"08/03/2024","60,825.0","61,529.0","62,260.0","60,000.0","0.88K","-1.14%"
"08/02/2024","61,529.0","65,465.0","65,668.0","61,326.0","1.13K","-6.01%"
"08/01/2024","65,465.0","64,724.0","65,694.0","62,413.0","1.43K","1.14%"
"07/31/2024","64,724.0","66,349.0","66,939.0","64,636.0","0.49K","-2.45%"
"07/30/2024","66,349.0","66,933.0","67,129.0","65,556.0","0.68K","-0.87%"
"07/29/2024","66,933.0","68,419.0","70,162.0","66,666.0","1.22K","-2.17%"
"07/28/2024","68,419.0","68,019.0","68,442.0","67,225.0","0.16K","0.59%"
"07/27/2024","68,019.0","68,061.0","69,529.0","66,858.0","0.76K","-0.06%"
"07/26/2024","68,061.0","65,849.0","68,333.0","65,849.0","0.75K","3.36%"
"07/25/2024","65,849.0","65,482.0","66,241.0","63,560.0","1.09K","0.56%"
"07/24/2024","65,482.0","66,101.0","67,221.0","65,258.0","0.74K","-0.94%"
"07/23/2024","66,101.0","67,714.0","67,905.0","65,589.0","0.56K","-2.38%"
"07/22/2024","67,714.0","68,263.0","68,560.0","66,718.0","0.71K","-0.80%"
"07/21/2024","68,263.0","67,239.0","68,435.0","65,945.0","0.73K","1.52%"
"07/20/2024","67,239.0","66,789.0","67,673.0","66,368.0","0.43K","0.67%"
"07/19/2024","66,789.0","64,048.0","67,503.0","63,414.0","1.01K","4.28%"
"07/18/2024","64,048.0","64,204.0","65,181.0","63,294.0","0.62K","-0.24%"
"07/17/2024","64,204.0","65,188.0","66,180.0","63,959.0","0.51K","-1.51%"
"07/16/2024","65,188.0","64,882.0","65,481.0","62,558.0","0.84K","0.47%"
"07/15/2024","64,882.0","60,946.0","65,014.0","60,842.0","1.34K","6.46%"
"07/14/2024","60,946.0","59,382.0","61,508.0","59,382.0","1.03K","2.63%"
"07/13/2024","59,382.0","58,049.0","60,020.0","57,940.0","0.62K","2.30%"
"07/12/2024","58,049.0","57,458.0","58,653.0","56,668.0","1.12K","1.03%"
"07/11/2024","57,458.0","57,931.0","59,511.0","57,237.0","1.37K","-0.82%"
"07/10/2024","57,931.0","58,205.0","59,588.0","57,356.0","0.97K","-0.47%"
"07/09/2024","58,205.0","56,873.0","58,418.0","56,462.0","1.31K","2.34%"
"07/08/2024","56,873.0","56,050.0","58,350.0","54,500.0","1.70K","1.47%"
"07/07/2024","56,050.0","58,326.0","58,563.0","55,946.0","0.96K","-3.90%"
"07/06/2024","58,326.0","56,759.0","58,538.0","56,190.0","1.49K","2.76%"
"07/05/2024","56,759.0","57,118.0","57,604.0","53,727.0","3.02K","-0.63%"
"07/04/2024","57,118.0","60,298.0","60,550.0","56,810.0","2.40K","-5.30%"
"07/03/2024","60,314.0","62,214.0","62,386.0","59,538.0","1.01K","-3.06%"
"07/02/2024","62,219.0","62,965.0","63,331.0","61,879.0","0.61K","-1.18%"
"07/01/2024","62,965.0","62,867.0","63,911.0","62,631.0","0.69K","0.16%"
"06/30/2024","62,867.0","61,087.0","63,127.0","60,825.0","0.62K","2.91%"
"06/29/2024","61,087.0","60,546.0","61,321.0","60,513.0","0.80K","0.89%"
"06/28/2024","60,546.0","61,803.0","62,289.0","60,153.0","0.89K","-2.03%"
"06/27/2024","61,803.0","60,923.0","62,479.0","60,708.0","1.32K","1.44%"
"06/26/2024","60,923.0","61,878.0","62,555.0","60,806.0","0.87K","-1.54%"
"06/25/2024","61,878.0","60,372.0","62,434.0","60,340.0","1.56K","2.49%"
"06/24/2024","60,372.0","63,292.0","63,451.0","58,595.0","2.95K","-4.61%"
"06/23/2024","63,292.0","64,370.0","64,617.0","63,290.0","0.57K","-1.67%"
"06/22/2024","64,370.0","64,234.0","64,613.0","64,062.0","0.51K","0.21%"
"06/21/2024","64,234.0","65,007.0","65,196.0","63,505.0","1.12K","-1.18%"
"06/20/2024","65,000.0","65,071.0","66,585.0","64,669.0","1.16K","-0.11%"
"06/19/2024","65,071.0","65,250.0","65,820.0","64,784.0","0.71K","-0.27%"
"06/18/2024","65,250.0","66,570.0","66,623.0","64,179.0","1.60K","-1.98%"
"06/17/2024","66,570.0","66,677.0","67,301.0","65,148.0","0.68K","-0.16%"
"06/16/2024","66,677.0","66,229.0","66,947.0","66,054.0","0.34K","0.68%"
"06/15/2024","66,229.0","66,038.0","66,442.0","65,886.0","0.15K","0.29%"
"06/14/2024","66,038.0","66,776.0","67,370.0","65,088.0","0.81K","-1.11%"
"06/13/2024","66,776.0","68,266.0","68,400.0","66,272.0","0.53K","-2.18%"
"06/12/2024","68,266.0","67,331.0","70,036.0","66,919.0","1.16K","1.39%"
"06/11/2024","67,331.0","69,528.0","69,552.0","66,189.0","1.34K","-3.16%"
"06/10/2024","69,528.0","69,646.0","70,150.0","69,181.0","0.49K","-0.17%"
"06/09/2024","69,646.0","69,338.0","69,786.0","69,177.0","0.49K","0.44%"
"06/08/2024","69,338.0","69,403.0","69,618.0","69,257.0","0.13K","-0.09%"
"06/07/2024","69,403.0","70,836.0","71,912.0","68,674.0","1.73K","-2.02%"
"06/06/2024","70,836.0","71,101.0","71,651.0","70,156.0","0.67K","-0.37%"
"06/05/2024","71,101.0","70,604.0","71,717.0","70,409.0","0.86K","0.70%"
"06/04/2024","70,604.0","68,859.0","71,071.0","68,608.0","0.80K","2.53%"
"06/03/2024","68,859.0","67,816.0","70,276.0","67,636.0","1.20K","1.54%"
"06/02/2024","67,816.0","67,759.0","68,444.0","67,349.0","0.18K","0.08%"
"06/01/2024","67,759.0","67,582.0","67,890.0","67,463.0","0.24K","0.26%"
"05/31/2024","67,582.0","68,413.0","69,028.0","66,700.0","0.82K","-1.21%"
"05/30/2024","68,413.0","67,720.0","69,523.0","67,202.0","0.70K","1.02%"
"05/29/2024","67,720.0","68,434.0","68,971.0","67,225.0","0.63K","-1.04%"
"05/28/2024","68,434.0","69,492.0","69,597.0","67,400.0","0.90K","-1.52%"
"05/27/2024","69,492.0","68,585.0","70,678.0","68,313.0","1.11K","1.32%"
"05/26/2024","68,585.0","69,334.0","69,556.0","68,261.0","0.44K","-1.08%"
"05/25/2024","69,334.0","68,604.0","69,635.0","68,589.0","0.48K","1.06%"
"05/24/2024","68,604.0","68,058.0","69,308.0","66,733.0","0.64K","0.80%"
"05/23/2024","68,058.0","69,225.0","70,095.0","66,555.0","1.28K","-1.69%"
"05/22/2024","69,225.0","70,148.0","70,647.0","69,000.0","0.76K","-1.32%"
"05/21/2024","70,148.0","71,428.0","71,921.0","69,210.0","1.37K","-1.79%"
"05/20/2024","71,428.0","66,339.0","71,479.0","66,166.0","2.26K","7.67%"
"05/19/2024","66,339.0","66,995.0","67,800.0","65,989.0","0.28K","-0.98%"
"05/18/2024","66,995.0","67,182.0","67,473.0","66,677.0","0.19K","-0.28%"
"05/17/2024","67,182.0","65,314.0","67,540.0","65,220.0","0.92K","2.86%"
"05/16/2024","65,314.0","66,320.0","66,780.0","64,715.0","0.88K","-1.52%"
"05/15/2024","66,320.0","61,668.0","66,500.0","61,440.0","1.65K","7.54%"
"05/14/2024","61,668.0","62,986.0","63,175.0","61,239.0","0.86K","-2.09%"
"05/13/2024","62,986.0","61,612.0","63,535.0","60,866.0","0.66K","2.23%"
"05/12/2024","61,612.0","60,929.0","61,962.0","60,723.0","0.44K","1.12%"
"05/11/2024","60,929.0","60,807.0","61,588.0","60,576.0","0.66K","0.20%"
"05/10/2024","60,807.0","63,209.0","63,606.0","60,300.0","1.67K","-3.80%"
"05/09/2024","63,209.0","61,343.0","63,509.0","60,778.0","0.88K","3.04%"
"05/08/2024","61,343.0","62,432.0","63,111.0","61,020.0","0.76K","-1.74%"
"05/07/2024","62,432.0","63,280.0","64,480.0","62,378.0","0.44K","-1.34%"
"05/06/2024","63,280.0","64,173.0","65,625.0","62,812.0","0.86K","-1.39%"
"05/05/2024","64,173.0","63,983.0","64,769.0","63,034.0","0.71K","0.30%"
"05/04/2024","63,983.0","62,978.0","64,644.0","62,690.0","0.46K","1.60%"
"05/03/2024","62,978.0","59,247.0","63,429.0","58,914.0","2.89K","6.30%"
"05/02/2024","59,247.0","58,457.0","59,732.0","57,082.0","2.23K","1.35%"
"05/01/2024","58,457.0","60,836.0","60,991.0","56,756.0","3.90K","-3.91%"
"04/30/2024","60,836.0","63,960.0","64,800.0","59,372.0","1.96K","-4.88%"
"04/29/2024","63,960.0","63,226.0","64,304.0","61,949.0","1.01K","1.16%"
"04/28/2024","63,226.0","63,574.0","64,470.0","62,924.0","0.37K","-0.55%"
"04/27/2024","63,574.0","63,874.0","64,028.0","62,498.0","1.13K","-0.47%"
"04/26/2024","63,874.0","64,555.0","64,838.0","63,376.0","0.72K","-1.05%"
"04/25/2024","64,555.0","64,345.0","65,348.0","62,846.0","0.93K","0.33%"
"04/24/2024","64,345.0","66,458.0","67,153.0","63,667.0","0.91K","-3.18%"
"04/23/2024","66,458.0","66,894.0","67,234.0","65,904.0","0.51K","-0.65%"
"04/22/2024","66,894.0","64,992.0","67,282.0","64,581.0","1.08K","2.93%"
"04/21/2024","64,992.0","65,045.0","65,744.0","64,310.0","0.49K","-0.08%"
"04/20/2024","65,045.0","63,867.0","65,465.0","63,174.0","0.83K","1.84%"
"04/19/2024","63,867.0","63,529.0","65,487.0","59,698.0","2.28K","0.53%"
"04/18/2024","63,529.0","61,375.0","64,159.0","60,932.0","1.66K","3.51%"
"04/17/2024","61,375.0","63,874.0","64,534.0","59,840.0","2.28K","-3.91%"
"04/16/2024","63,874.0","63,488.0","64,415.0","61,765.0","1.80K","0.61%"
"04/15/2024","63,488.0","65,793.0","66,888.0","62,386.0","2.49K","-3.50%"
"04/14/2024","65,793.0","64,039.0","65,909.0","62,190.0","2.53K","2.74%"
"04/13/2024","64,039.0","67,061.0","67,878.0","61,604.0","4.32K","-4.51%"
"04/12/2024","67,061.0","70,104.0","71,291.0","65,625.0","2.75K","-4.34%"
"04/11/2024","70,104.0","70,688.0","71,352.0","69,650.0","1.41K","-0.83%"
"04/10/2024","70,688.0","69,165.0","71,241.0","67,606.0","2.39K","2.20%"
"04/09/2024","69,164.0","71,675.0","71,751.0","68,253.0","2.83K","-3.50%"
"04/08/2024","71,675.0","69,343.0","72,761.0","69,040.0","3.09K","3.36%"
"04/07/2024","69,343.0","68,880.0","70,222.0","68,821.0","0.55K","0.67%"
"04/06/2024","68,880.0","67,819.0","69,673.0","67,491.0","0.52K","1.56%"
"04/05/2024","67,819.0","68,518.0","68,718.0","65,993.0","1.68K","-1.02%"
"04/04/2024","68,518.0","65,967.0","69,320.0","65,074.0","2.23K","3.87%"
"04/03/2024","65,967.0","65,495.0","66,931.0","64,603.0","1.43K","0.72%"
"04/02/2024","65,495.0","69,691.0","69,691.0","64,667.0","3.47K","-6.02%"
"04/01/2024","69,691.0","71,402.0","71,402.0","68,198.0","2.56K","-2.40%"
"03/31/2024","71,402.0","69,683.0","71,444.0","69,652.0","1.21K","2.47%"
"03/30/2024","69,683.0","69,862.0","70,301.0","69,632.0","0.31K","-0.26%"
"03/29/2024","69,862.0","70,776.0","70,892.0","69,015.0","1.47K","-1.29%"
"03/28/2024","70,776.0","69,467.0","71,557.0","68,932.0","1.57K","1.88%"
"03/27/2024","69,467.0","70,011.0","71,610.0","68,452.0","4.20K","-0.78%"
"03/26/2024","70,011.0","69,824.0","71,402.0","69,347.0","1.87K","0.27%"
"03/25/2024","69,824.0","67,283.0","70,983.0","66,397.0","4.66K","3.78%"
"03/24/2024","67,283.0","64,034.0","67,655.0","63,827.0","2.02K","5.02%"
"03/23/2024","64,069.0","63,828.0","65,969.0","63,059.0","1.31K","0.38%"
"03/22/2024","63,828.0","65,577.0","66,712.0","62,336.0","3.15K","-2.67%"
"03/21/2024","65,577.0","67,912.0","68,229.0","64,639.0","3.36K","-3.44%"
"03/20/2024","67,912.0","62,072.0","68,155.0","60,900.0","4.53K","9.41%"
"03/19/2024","62,072.0","67,606.0","68,136.0","61,689.0","6.98K","-8.19%"
"03/18/2024","67,606.0","68,456.0","68,940.0","66,648.0","2.32K","-1.24%"
"03/17/2024","68,456.0","65,304.0","68,922.0","64,593.0","3.70K","4.83%"
"03/16/2024","65,304.0","69,514.0","70,070.0","65,000.0","3.39K","-5.98%"
"03/15/2024","69,457.0","71,364.0","72,413.0","65,705.0","5.08K","-2.67%"
"03/14/2024","71,364.0","72,985.0","73,666.0","68,602.0","3.48K","-2.21%"
"03/13/2024","72,974.0","71,237.0","73,588.0","71,172.0","3.07K","2.44%"
"03/12/2024","71,237.0","71,937.0","72,760.0","68,429.0","6.89K","-0.97%"
"03/11/2024","71,937.0","68,948.0","72,606.0","67,096.0","7.12K","4.34%"
"03/10/2024","68,948.0","68,205.0","69,850.0","68,048.0","2.93K","1.09%"
"03/09/2024","68,205.0","68,010.0","68,458.0","67,724.0","1.83K","0.27%"
"03/08/2024","68,018.0","66,744.0","69,838.0","66,100.0","4.67K","1.91%"
"03/07/2024","66,744.0","66,073.0","67,953.0","65,641.0","2.19K","1.02%"
"03/06/2024","66,073.0","63,818.0","67,658.0","62,805.0","4.51K","3.53%"
"03/05/2024","63,818.0","68,110.0","68,874.0","59,858.0","9.33K","-6.30%"
"03/04/2024","68,110.0","63,121.0","68,161.0","62,489.0","5.45K","7.90%"
"03/03/2024","63,121.0","61,962.0","63,229.0","61,402.0","1.72K","1.87%"
"03/02/2024","61,962.0","62,346.0","62,406.0","61,584.0","1.37K","-0.62%"
"03/01/2024","62,346.0","61,148.0","63,000.0","60,783.0","2.51K","1.96%"
"02/29/2024","61,148.0","62,380.0","63,566.0","60,385.0","4.10K","-1.97%"
"02/28/2024","62,380.0","56,998.0","63,780.0","56,668.0","6.63K","9.44%"
"02/27/2024","56,998.0","54,417.0","57,487.0","54,388.0","4.50K","4.74%"
"02/26/2024","54,417.0","51,716.0","54,720.0","50,903.0","4.39K","5.22%"
"02/25/2024","51,716.0","51,630.0","51,956.0","51,307.0","1.28K","0.17%"
"02/24/2024","51,630.0","50,734.0","51,724.0","50,590.0","0.98K","1.77%"
"02/23/2024","50,734.0","51,287.0","51,537.0","50,527.0","1.05K","-1.08%"
"02/22/2024","51,287.0","51,856.0","52,042.0","50,903.0","1.87K","-1.10%"
"02/21/2024","51,856.0","52,168.0","52,279.0","50,600.0","2.23K","-0.60%"
"02/20/2024","52,168.0","51,732.0","52,872.0","50,714.0","2.60K","0.84%"
"02/19/2024","51,732.0","52,061.0","52,466.0","51,650.0","1.19K","-0.63%"
"02/18/2024","52,061.0","51,631.0","52,449.0","51,165.0","0.91K","0.83%"
"02/17/2024","51,631.0","52,130.0","52,153.0","50,611.0","1.39K","-0.96%"
"02/16/2024","52,130.0","51,893.0","52,579.0","51,580.0","1.27K","0.46%"
"02/15/2024","51,893.0","51,778.0","52,700.0","51,280.0","2.44K","0.22%"
"02/14/2024","51,778.0","49,777.0","52,005.0","49,319.0","3.07K","4.02%"
"02/13/2024","49,777.0","49,947.0","50,349.0","48,388.0","2.43K","-0.34%"
"02/12/2024","49,947.0","48,321.0","50,283.0","47,699.0","4.36K","3.36%"
"02/11/2024","48,321.0","47,800.0","48,500.0","47,613.0","1.31K","1.09%"
"02/10/2024","47,800.0","47,150.0","48,185.0","46,900.0","0.73K","1.38%"
"02/09/2024","47,150.0","45,279.0","48,182.0","45,247.0","2.80K","4.13%"
"02/08/2024","45,279.0","44,328.0","45,541.0","44,328.0","1.67K","2.15%"
"02/07/2024","44,328.0","43,101.0","44,351.0","42,788.0","1.74K","2.85%"
"02/06/2024","43,101.0","42,707.0","43,375.0","42,574.0","0.71K","0.92%"
"02/05/2024","42,707.0","42,583.0","43,540.0","42,247.0","1.04K","0.29%"
"02/04/2024","42,583.0","43,004.0","43,109.0","42,332.0","0.63K","-0.98%"
"02/03/2024","43,004.0","43,201.0","43,366.0","42,892.0","0.29K","-0.46%"
"02/02/2024","43,201.0","43,088.0","43,477.0","42,560.0","0.78K","0.26%"
"02/01/2024","43,088.0","42,594.0","43,272.0","41,880.0","0.94K","1.16%"
"01/31/2024","42,594.0","42,956.0","43,722.0","42,304.0","1.29K","-0.84%"
"01/30/2024","42,956.0","43,309.0","43,840.0","42,700.0","1.11K","-0.80%"
"01/29/2024","43,301.0","42,047.0","43,301.0","41,833.0","1.16K","2.98%"
"01/28/2024","42,047.0","42,125.0","42,808.0","41,637.0","0.94K","-0.19%"
"01/27/2024","42,125.0","41,821.0","42,204.0","41,405.0","0.47K","0.73%"
"01/26/2024","41,821.0","40,001.0","42,192.0","39,877.0","2.73K","4.55%"
"01/25/2024","40,001.0","40,140.0","40,333.0","39,556.0","2.30K","-0.35%"
"01/24/2024","40,140.0","39,938.0","40,590.0","39,533.0","1.88K","0.51%"
"01/23/2024","39,938.0","39,599.0","40,215.0","38,572.0","2.78K","0.86%"
"01/22/2024","39,599.0","41,679.0","41,775.0","39,461.0","3.15K","-4.99%"
"01/21/2024","41,679.0","41,778.0","41,945.0","41,588.0","1.24K","-0.24%"
"01/20/2024","41,778.0","41,714.0","41,942.0","41,525.0","1.51K","0.14%"
"01/19/2024","41,719.0","41,337.0","42,212.0","40,364.0","1.55K","0.92%"
"01/18/2024","41,337.0","42,778.0","42,932.0","40,704.0","1.38K","-3.37%"
"01/17/2024","42,778.0","43,163.0","43,215.0","42,237.0","0.80K","-0.89%"
"01/16/2024","43,163.0","42,508.0","43,588.0","42,107.0","0.70K","1.54%"
"01/15/2024","42,508.0","41,737.0","43,359.0","41,705.0","0.93K","1.85%"
"01/14/2024","41,737.0","42,847.0","43,075.0","41,719.0","1.10K","-2.59%"
"01/13/2024","42,847.0","42,831.0","43,250.0","42,441.0","1.04K","0.04%"
"01/12/2024","42,831.0","46,377.0","46,508.0","41,574.0","3.78K","-7.65%"
"01/11/2024","46,377.0","46,636.0","48,750.0","45,650.0","5.42K","-0.56%"
"01/10/2024","46,636.0","46,113.0","47,572.0","44,352.0","5.05K","1.13%"
"01/09/2024","46,113.0","46,941.0","47,845.0","45,133.0","3.87K","-1.76%"
"01/08/2024","46,941.0","43,960.0","47,205.0","43,244.0","3.83K","6.78%"
"01/07/2024","43,960.0","44,005.0","44,500.0","43,638.0","0.57K","-0.10%"
"01/06/2024","44,005.0","44,189.0","44,263.0","43,461.0","0.74K","-0.42%"
"01/05/2024","44,189.0","44,221.0","44,415.0","42,746.0","1.89K","-0.07%"
"01/04/2024","44,221.0","42,869.0","44,798.0","42,673.0","1.85K","3.15%"
"01/03/2024","42,869.0","44,991.0","45,559.0","40,499.0","4.19K","-4.72%"
"01/02/2024","44,991.0","44,175.0","45,892.0","44,175.0","3.10K","1.85%"
"01/01/2024","44,175.0","42,323.0","44,190.0","42,232.0","1.16K","4.38%"
"12/31/2023","42,323.0","42,199.0","42,938.0","42,023.0","0.66K","0.29%"
"12/30/2023","42,199.0","42,139.0","42,664.0","41,585.0","0.67K","0.14%"
"12/29/2023","42,139.0","42,617.0","43,168.0","41,433.0","1.64K","-1.12%"
"12/28/2023","42,617.0","43,476.0","43,793.0","42,388.0","1.09K","-1.98%"
"12/27/2023","43,476.0","42,568.0","43,666.0","42,178.0","1.02K","2.13%"
"12/26/2023","42,568.0","43,641.0","43,649.0","41,772.0","1.99K","-2.46%"
"12/25/2023","43,641.0","43,026.0","43,880.0","42,784.0","0.84K","1.43%"
"12/24/2023","43,026.0","43,801.0","43,975.0","42,700.0","0.79K","-1.77%"
"12/23/2023","43,801.0","44,038.0","44,068.0","43,342.0","0.66K","-0.54%"
"12/22/2023","44,038.0","43,890.0","44,444.0","43,480.0","0.99K","0.34%"
"12/21/2023","43,890.0","43,662.0","44,250.0","43,363.0","1.17K","0.52%"
"12/20/2023","43,662.0","42,315.0","44,336.0","42,245.0","2.18K","3.18%"
"12/19/2023","42,315.0","42,672.0","43,429.0","41,850.0","0.96K","-0.84%"
"12/18/2023","42,672.0","41,406.0","42,753.0","40,556.0","1.46K","3.06%"
"12/17/2023","41,406.0","42,328.0","42,442.0","41,304.0","1.11K","-2.18%"
"12/16/2023","42,328.0","41,961.0","42,746.0","41,714.0","0.65K","0.87%"
"12/15/2023","41,961.0","43,064.0","43,106.0","41,742.0","1.01K","-2.56%"
"12/14/2023","43,064.0","42,924.0","43,434.0","41,601.0","1.67K","0.33%"
"12/13/2023","42,924.0","41,501.0","43,424.0","40,682.0","1.45K","3.43%"
"12/12/2023","41,501.0","41,287.0","42,113.0","40,733.0","0.90K","0.52%"
"12/11/2023","41,287.0","43,809.0","43,840.0","40,286.0","3.00K","-5.76%"
"12/10/2023","43,809.0","43,749.0","44,065.0","43,625.0","0.94K","0.14%"
"12/09/2023","43,749.0","44,173.0","44,362.0","43,629.0","1.28K","-0.96%"
"12/08/2023","44,173.0","43,290.0","44,699.0","43,101.0","1.96K","2.04%"
"12/07/2023","43,290.0","43,814.0","44,091.0","42,881.0","2.94K","-1.20%"
"12/06/2023","43,814.0","44,112.0","44,285.0","43,444.0","5.13K","-0.68%"
"12/05/2023","44,112.0","41,942.0","44,420.0","41,317.0","5.33K","5.17%"
"12/04/2023","41,942.0","39,940.0","42,335.0","39,940.0","2.95K","5.01%"
"12/03/2023","39,940.0","39,438.0","40,159.0","39,253.0","1.41K","1.27%"
"12/02/2023","39,438.0","38,676.0","39,678.0","38,634.0","2.86K","1.97%"
"12/01/2023","38,676.0","37,723.0","38,936.0","37,626.0","2.69K","2.53%"
"11/30/2023","37,723.0","37,834.0","38,136.0","37,490.0","0.73K","-0.29%"
"11/29/2023","37,834.0","37,815.0","38,366.0","37,599.0","1.19K","0.05%"
"11/28/2023","37,815.0","37,263.0","38,349.0","36,895.0","1.79K","1.48%"
